ID,Category,Subcategory,Value,Timestamp
493,Vegetable,Broccoli,93.54,2024-01-21T12:32:00
494,Dairy,Cream,89.6,2024-01-08T04:16:00
495,Dairy,Cheese,63.87,2024-02-20T03:19:00
496,Dairy,Cheese,62.88,2024-02-25T22:14:00
497,Protein,Chicken,50.75,2024-01-16T08:23:00
498,Protein,Egg,16.27,2024-02-29T23:01:00
499,Protein,Egg,34.42,2024-02-21T07:14:00
500,Fruit,Apple,9.04,2024-02-28T09:16:00
501,Protein,Fish,65.46,2024-02-22T01:51:00
502,Grain,Barley,64.26,2024-02-15T07:58:00
503,Protein,Fish,64.55,2024-01-28T11:56:00
504,Grain,Wheat,80.66,2024-03-03T08:23:00
505,Grain,Oats,45.9,2024-03-03T16:17:00
506,Fruit,Orange,44.52,2024-02-14T01:51:00
507,Grain,Wheat,34.68,2024-01-14T01:50:00
508,Dairy,Yogurt,73.69,2024-02-01T10:28:00
509,Grain,Wheat,76.31,2024-02-16T20:59:00
510,Protein,Chicken,32.59,2024-02-12T11:01:00
511,Fruit,Banana,45.51,2024-01-13T19:45:00
512,Fruit,Apple,29.73,2024-02-04T23:11:00
513,Protein,Tofu,25.58,2024-01-15T12:52:00
514,Dairy,Cream,72.39,2024-01-18T06:41:00
515,Vegetable,Pepper,99.6,2024-02-12T11:46:00
516,Grain,Oats,50.24,2024-01-09T04:42:00
517,Grain,Barley,46.27,2024-01-22T21:52:00
518,Vegetable,Tomato,35.94,2024-01-05T14:24:00
519,Dairy,Butter,60.15,2024-02-29T13:15:00
520,Grain,Oats,54.13,2024-01-10T18:49:00
521,Grain,Wheat,88.36,2024-03-07T05:15:00
522,Dairy,Butter,37.23,2024-02-06T11:05:00
523,Fruit,Berry,56.62,2024-02-02T23:56:00
524,Protein,Fish,8.28,2024-02-15T21:33:00
525,Grain,Barley,28.69,2024-02-26T17:29:00
526,Protein,Chicken,13.74,2024-01-09T19:12:00
527,Grain,Oats,79.69,2024-01-31T20:44:00
528,Protein,Fish,75.74,2024-01-19T02:50:00
529,Protein,Egg,40.74,2024-01-04T15:56:00
530,Fruit,Apple,14.57,2024-01-31T07:32:00
531,Grain,Barley,46.24,2024-02-25T04:23:00
532,Protein,Beef,33.47,2024-02-25T19:16:00
533,Dairy,Cheese,39.9,2024-02-26T02:45:00
534,Dairy,Cream,34.3,2024-02-16T09:29:00
535,Protein,Tofu,71.17,2024-01-28T06:54:00
536,Grain,Rice,37.47,2024-03-02T07:57:00
537,Fruit,Grape,58.79,2024-03-07T00:29:00
538,Fruit,Berry,47.98,2024-02-29T16:09:00
539,Protein,Egg,23.53,2024-01-05T16:11:00
540,Protein,Tofu,17.88,2024-02-27T06:07:00
541,Protein,Tofu,15.63,2024-03-02T23:04:00
542,Vegetable,Carrot,57.68,2024-03-04T18:18:00
543,Fruit,Orange,2.87,2024-01-29T13:16:00
544,Grain,Wheat,41.88,2024-01-19T13:24:00
545,Grain,Barley,77.72,2024-02-12T22:14:00
546,Fruit,Orange,52.35,2024-02-21T01:16:00
547,Dairy,Butter,53.02,2024-01-29T13:24:00
548,Vegetable,Pepper,91.3,2024-02-01T03:49:00
549,Protein,Fish,67.91,2024-03-06T14:53:00
550,Dairy,Cream,48.93,2024-01-23T10:31:00
551,Dairy,Cream,30.55,2024-01-28T02:08:00
552,Dairy,Cheese,69.33,2024-02-14T12:14:00
553,Dairy,Butter,35.53,2024-03-06T16:29:00
554,Dairy,Yogurt,13.07,2024-03-02T14:06:00
555,Protein,Tofu,89.68,2024-02-05T21:52:00
556,Dairy,Cheese,29.75,2024-01-27T04:20:00
557,Fruit,Banana,92.48,2024-02-29T16:59:00
558,Dairy,Butter,22.18,2024-02-19T00:32:00
559,Dairy,Cream,69.92,2024-01-13T11:52:00
560,Fruit,Berry,74.35,2024-01-22T18:43:00
561,Vegetable,Carrot,67.31,2024-02-18T08:04:00
562,Vegetable,Spinach,6.2,2024-02-07T14:52:00
563,Dairy,Butter,10.95,2024-01-13T12:18:00
564,Fruit,Berry,97.81,2024-01-15T09:01:00
565,Grain,Corn,48.27,2024-01-19T03:43:00
566,Dairy,Yogurt,29.26,2024-01-06T09:14:00
567,Fruit,Berry,23.99,2024-03-08T05:41:00
568,Fruit,Orange,42.37,2024-01-17T00:00:00
569,Fruit,Grape,79.01,2024-01-17T23:00:00
570,Dairy,Milk,1.92,2024-02-21T16:43:00
571,Protein,Chicken,92.92,2024-01-31T11:54:00
572,Dairy,Butter,98.92,2024-02-19T10:51:00
573,Protein,Tofu,89.04,2024-01-13T05:09:00
574,Protein,Tofu,28.01,2024-01-11T06:04:00
575,Dairy,Cheese,73.38,2024-02-29T00:12:00
576,Dairy,Cheese,2.39,2024-01-31T16:25:00
577,Dairy,Cream,67.77,2024-01-18T13:58:00
578,Vegetable,Tomato,85.76,2024-02-06T21:48:00
579,Grain,Barley,33.46,2024-02-06T11:38:00
580,Fruit,Orange,98.19,2024-02-13T11:00:00
581,Dairy,Cheese,1.68,2024-02-04T21:55:00
582,Vegetable,Pepper,75.62,2024-01-31T00:04:00
583,Dairy,Cream,72.57,2024-01-02T00:58:00
584,Dairy,Yogurt,69.58,2024-01-06T15:42:00
585,Fruit,Grape,31.37,2024-02-06T21:38:00
586,Protein,Fish,69.34,2024-02-28T03:17:00
587,Dairy,Yogurt,61.85,2024-01-20T22:41:00
588,Vegetable,Pepper,16.17,2024-03-09T01:27:00
589,Protein,Fish,42.17,2024-02-19T23:49:00
590,Grain,Barley,80.4,2024-01-20T21:07:00
591,Vegetable,Tomato,87.44,2024-01-08T10:50:00
592,Protein,Tofu,53.29,2024-02-02T22:19:00
593,Fruit,Berry,12.11,2024-02-19T20:21:00
594,Protein,Beef,57.7,2024-01-14T15:21:00
595,Vegetable,Broccoli,85.59,2024-02-10T05:12:00
596,Fruit,Orange,71.97,2024-02-14T11:51:00
597,Fruit,Berry,45.1,2024-01-06T01:32:00
598,Grain,Wheat,51.81,2024-02-11T13:53:00
599,Protein,Chicken,56.32,2024-03-02T05:41:00
600,Dairy,Milk,40.2,2024-01-01T06:35:00
601,Vegetable,Tomato,8.23,2024-02-08T13:34:00
602,Dairy,Milk,54.58,2024-01-06T11:37:00
603,Fruit,Grape,4.14,2024-02-07T05:11:00
604,Vegetable,Spinach,76.82,2024-03-07T09:09:00
605,Grain,Oats,99.29,2024-02-04T19:32:00
606,Grain,Corn,38.19,2024-03-03T03:26:00
607,Protein,Beef,65.7,2024-02-01T15:42:00
608,Fruit,Orange,99.29,2024-02-05T18:38:00
609,Protein,Beef,73.06,2024-01-21T06:28:00
610,Fruit,Apple,97.87,2024-02-12T03:26:00
611,Protein,Tofu,53.66,2024-01-21T21:42:00
612,Vegetable,Pepper,35.27,2024-01-26T02:09:00
613,Vegetable,Carrot,4.19,2024-03-01T02:13:00
614,Grain,Barley,76.84,2024-01-02T10:10:00
615,Vegetable,Spinach,7.66,2024-02-24T01:29:00
616,Fruit,Grape,60.18,2024-03-05T00:21:00
617,Fruit,Orange,74.31,2024-02-06T14:45:00
618,Grain,Wheat,54.44,2024-03-09T15:58:00
619,Fruit,Orange,50.89,2024-01-27T07:54:00
620,Vegetable,Tomato,32.57,2024-02-24T10:10:00
621,Dairy,Cheese,30.87,2024-01-14T00:57:00
622,Protein,Beef,41.94,2024-01-26T01:04:00
623,Fruit,Berry,94.9,2024-03-07T22:05:00
624,Vegetable,Pepper,56.03,2024-01-05T06:25:00
625,Dairy,Butter,78.79,2024-01-30T00:17:00
626,Grain,Corn,15.77,2024-02-04T06:23:00
627,Vegetable,Tomato,47.88,2024-01-21T12:16:00
628,Dairy,Cheese,80.77,2024-01-06T05:52:00
629,Protein,Tofu,96.81,2024-02-20T17:24:00
630,Protein,Beef,39.45,2024-01-24T05:02:00
631,Vegetable,Broccoli,65.02,2024-02-10T22:34:00
632,Dairy,Milk,54.03,2024-01-18T08:06:00
633,Fruit,Banana,38.34,2024-02-25T01:34:00
634,Protein,Chicken,87.49,2024-01-18T03:02:00
635,Protein,Egg,22.48,2024-01-20T00:19:00
636,Dairy,Yogurt,95.74,2024-01-02T09:29:00
637,Vegetable,Spinach,96.25,2024-01-11T16:16:00
638,Grain,Wheat,69.87,2024-03-05T01:24:00
639,Vegetable,Pepper,91.6,2024-02-20T06:02:00
640,Dairy,Yogurt,38.69,2024-02-18T13:46:00
641,Dairy,Yogurt,26.89,2024-02-16T16:15:00
642,Grain,Corn,10.76,2024-03-06T18:08:00
643,Grain,Oats,91.52,2024-02-03T17:49:00
644,Dairy,Butter,5.53,2024-01-21T03:22:00
645,Vegetable,Carrot,26.82,2024-02-23T03:50:00
646,Protein,Tofu,30.22,2024-01-18T20:35:00
647,Dairy,Cheese,38.6,2024-01-23T08:48:00
648,Grain,Barley,65.81,2024-03-03T08:04:00
649,Dairy,Yogurt,76.57,2024-02-14T11:24:00
650,Grain,Corn,17.66,2024-02-02T01:20:00
651,Vegetable,Spinach,72.31,2024-02-14T10:44:00
652,Vegetable,Tomato,99.04,2024-01-06T08:18:00
653,Protein,Chicken,84.07,2024-01-07T18:22:00
654,Fruit,Apple,41.83,2024-02-27T09:47:00
655,Vegetable,Carrot,71.01,2024-01-01T19:58:00
656,Vegetable,Tomato,46.14,2024-01-06T12:03:00
657,Protein,Egg,91.36,2024-03-01T00:13:00
658,Grain,Rice,1.65,2024-02-20T05:05:00
659,Grain,Rice,2.66,2024-03-06T17:39:00
660,Dairy,Cream,97.77,2024-01-02T13:26:00
661,Protein,Tofu,80.81,2024-01-17T07:36:00
662,Fruit,Apple,52.91,2024-01-22T22:24:00
663,Vegetable,Tomato,53.12,2024-02-02T06:17:00
664,Dairy,Butter,8.82,2024-02-06T22:58:00
665,Grain,Barley,25.08,2024-03-04T11:08:00
666,Vegetable,Broccoli,68.72,2024-01-08T08:06:00
667,Fruit,Apple,41.12,2024-02-04T07:56:00
668,Protein,Tofu,6.56,2024-01-01T20:38:00
669,Vegetable,Carrot,50.49,2024-02-09T11:53:00
670,Dairy,Cream,97.76,2024-01-09T16:19:00
671,Protein,Chicken,23.75,2024-03-04T00:19:00
672,Protein,Tofu,27.84,2024-01-07T18:24:00
673,Dairy,Cream,56.79,2024-01-03T23:52:00
674,Vegetable,Broccoli,2.55,2024-01-19T20:32:00
675,Protein,Beef,75.47,2024-03-05T20:56:00
676,Grain,Rice,30.63,2024-02-21T07:59:00
677,Vegetable,Tomato,83.63,2024-02-05T10:07:00
678,Protein,Fish,39.0,2024-03-08T07:59:00
679,Vegetable,Carrot,50.58,2024-02-01T11:32:00
680,Fruit,Apple,44.27,2024-01-07T22:03:00
681,Dairy,Cream,77.13,2024-02-24T05:07:00
682,Grain,Oats,3.93,2024-01-25T21:05:00
683,Grain,Corn,23.59,2024-02-20T08:07:00
684,Grain,Corn,19.39,2024-02-23T07:51:00
685,Grain,Rice,77.44,2024-01-27T21:15:00
686,Vegetable,Carrot,9.12,2024-01-15T00:54:00
687,Grain,Wheat,74.23,2024-01-29T19:47:00
688,Dairy,Milk,10.06,2024-01-29T01:25:00
689,Grain,Oats,76.37,2024-01-10T07:19:00
690,Vegetable,Carrot,19.55,2024-02-10T20:30:00
691,Protein,Egg,51.73,2024-01-10T09:38:00
692,Fruit,Apple,36.04,2024-01-09T11:18:00
693,Protein,Egg,78.66,2024-02-05T01:33:00
694,Fruit,Banana,41.97,2024-01-08T17:01:00
695,Protein,Beef,57.62,2024-01-16T10:27:00
696,Grain,Wheat,14.75,2024-01-28T09:49:00
697,Dairy,Butter,15.45,2024-01-16T05:16:00
698,Grain,Oats,42.69,2024-02-14T01:49:00
699,Fruit,Banana,25.92,2024-01-23T10:41:00
700,Grain,Barley,62.05,2024-02-11T16:12:00
701,Fruit,Orange,31.16,2024-02-06T00:24:00
702,Dairy,Cream,38.61,2024-01-30T23:53:00
703,Grain,Oats,43.63,2024-02-29T06:12:00
704,Protein,Beef,30.74,2024-02-24T21:44:00
705,Vegetable,Pepper,32.1,2024-02-06T05:58:00
706,Dairy,Yogurt,73.75,2024-02-27T14:35:00
707,Grain,Barley,78.42,2024-01-30T15:54:00
708,Grain,Oats,81.83,2024-02-05T18:22:00
709,Dairy,Milk,93.27,2024-01-19T04:28:00
710,Protein,Egg,18.81,2024-02-20T01:42:00
711,Fruit,Grape,94.35,2024-01-20T01:59:00
712,Grain,Oats,83.3,2024-01-07T07:04:00
713,Grain,Corn,14.78,2024-01-28T13:32:00
714,Vegetable,Broccoli,66.21,2024-03-06T02:27:00
715,Grain,Corn,8.32,2024-02-24T10:12:00
716,Grain,Barley,40.68,2024-02-16T02:42:00
717,Grain,Barley,4.64,2024-02-02T17:24:00
718,Protein,Egg,64.18,2024-01-08T17:38:00
719,Fruit,Orange,66.1,2024-02-02T07:31:00
720,Vegetable,Tomato,5.39,2024-02-28T17:05:00
721,Grain,Oats,96.61,2024-02-09T04:20:00
722,Fruit,Apple,10.76,2024-01-21T04:58:00
723,Protein,Egg,56.24,2024-03-03T14:13:00
724,Protein,Beef,45.13,2024-02-05T14:26:00
725,Grain,Barley,69.35,2024-01-14T17:18:00
726,Dairy,Milk,48.79,2024-01-27T21:22:00
727,Grain,Rice,12.49,2024-03-07T11:02:00
728,Vegetable,Broccoli,31.88,2024-02-11T10:41:00
729,Vegetable,Tomato,48.81,2024-02-13T08:11:00
730,Fruit,Grape,72.48,2024-02-11T04:23:00
731,Dairy,Milk,30.73,2024-03-05T16:43:00
732,Fruit,Apple,85.07,2024-02-28T23:30:00
733,Fruit,Orange,93.06,2024-03-08T09:37:00
734,Vegetable,Tomato,18.27,2024-01-15T13:49:00
735,Dairy,Cream,43.21,2024-02-12T01:22:00
736,Vegetable,Pepper,63.35,2024-01-17T23:10:00
737,Grain,Corn,3.89,2024-02-25T21:32:00
738,Vegetable,Pepper,59.63,2024-02-05T09:25:00
739,Fruit,Orange,21.37,2024-03-09T11:28:00
740,Fruit,Berry,$11.07,2024-02-18T20:51:00
741,Vegetable,Broccoli,33.27,2024-02-11T15:32:00
742,Fruit,Banana,67.4,2024-02-14T13:17:00
743,Protein,Fish,60.1,2024-02-25T15:25:00
744,Grain,Barley,12.31,2024-02-02T00:55:00
745,Grain,Barley,18.08,2024-03-02T07:28:00
746,Dairy,Cream,59.43,2024-03-02T04:14:00
747,Vegetable,Broccoli,12.67,2024-01-28T19:06:00
748,Fruit,Orange,37.96,2024-01-13T20:48:00
749,Protein,Tofu,42.41,2024-01-13T13:10:00
750,Protein,Tofu,42.88,2024-02-14T07:08:00
751,Protein,Beef,55.94,2024-02-14T13:38:00
752,Dairy,Cheese,19.52,2024-02-11T01:13:00
753,Protein,Chicken,86.69,2024-01-01T20:56:00
754,Grain,Wheat,20.32,2024-02-04T22:44:00
755,Protein,Egg,65.65,2024-02-07T05:46:00
756,Grain,Corn,71.3,2024-02-10T09:36:00
757,Grain,Wheat,9.18,2024-01-03T19:24:00
758,Vegetable,Broccoli,4.24,2024-01-21T11:10:00
759,Protein,Fish,17.65,2024-02-11T15:02:00
760,Protein,Tofu,55.42,2024-01-11T07:18:00
761,Protein,Chicken,27.52,2024-02-19T10:26:00
762,Dairy,Cream,82.44,2024-01-04T18:53:00
763,Grain,Barley,22.64,2024-02-08T16:45:00
764,Fruit,Orange,30.47,2024-01-03T22:24:00
765,Grain,Oats,35.51,2024-01-08T22:01:00
766,Grain,Rice,77.79,2024-01-22T13:36:00
767,Vegetable,Tomato,69.22,2024-03-05T16:39:00
768,Protein,Tofu,17.43,2024-01-13T16:09:00
769,Vegetable,Spinach,80.74,2024-02-21T21:20:00
770,Dairy,Cream,28.83,2024-02-19T00:57:00
771,Vegetable,Broccoli,97.92,2024-01-27T15:16:00
772,Dairy,Cream,27.47,2024-02-16T19:45:00
773,Fruit,Orange,96.31,2024-02-07T11:08:00
774,Fruit,Banana,86.84,2024-01-12T13:11:00
775,Vegetable,Spinach,15.48,2024-01-30T07:37:00
776,Vegetable,Pepper,49.46,2024-02-22T13:24:00
777,Dairy,Butter,38.14,2024-01-07T20:58:00
778,Fruit,Grape,52.05,2024-01-26T07:47:00
779,Dairy,Butter,95.08,2024-01-30T18:58:00
780,Protein,Chicken,87.02,2024-03-07T16:39:00
781,Fruit,Grape,63.85,2024-03-04T11:15:00
782,Dairy,Milk,79.77,2024-02-06T04:49:00
783,Vegetable,Pepper,82.66,2024-02-15T00:43:00
784,Dairy,Yogurt,83.01,2024-01-31T17:50:00
785,Protein,Egg,13.93,2024-02-14T04:14:00
786,Dairy,Milk,5.55,2024-02-26T23:54:00
787,Grain,Rice,13.3,2024-01-15T09:07:00
788,Grain,Corn,1.07,2024-02-08T22:32:00
789,Vegetable,Spinach,88.33,2024-01-28T11:26:00
790,Vegetable,Broccoli,10.24,2024-02-02T19:22:00
791,Dairy,Milk,37.81,2024-02-29T01:34:00
792,Vegetable,Carrot,40.24,2024-01-28T19:23:00
793,Vegetable,Pepper,65.89,2024-03-05T01:15:00
794,Fruit,Apple,22.13,2024-01-08T02:15:00
795,Vegetable,Tomato,23.39,2024-03-02T21:26:00
796,Grain,Rice,1.8,2024-02-01T06:32:00
797,Fruit,Grape,69.71,2024-02-13T11:33:00
798,Fruit,Orange,38.92,2024-03-07T12:22:00
799,Fruit,Apple,32.02,2024-01-28T05:43:00
800,Vegetable,Pepper,77.57,2024-03-09T13:17:00
801,Vegetable,Spinach,7.77,2024-02-21T06:31:00
802,Fruit,Berry,65.35,2024-02-10T01:24:00
803,Dairy,Cheese,63.18,2024-01-14T18:40:00
804,Grain,Barley,68.97,2024-01-20T18:34:00
805,Fruit,Apple,14.86,2024-01-12T05:02:00
806,Protein,Tofu,35.8,2024-02-09T02:00:00
807,Dairy,Cheese,25.53,2024-02-28T16:11:00
808,Fruit,Orange,55.79,2024-02-24T14:44:00
809,Protein,Fish,78.12,2024-03-03T20:22:00
810,Fruit,Banana,21.34,2024-02-25T05:51:00
811,Protein,Beef,75.04,2024-01-27T21:37:00
812,Fruit,Orange,49.99,2024-01-11T06:17:00
813,Vegetable,Pepper,64.17,2024-01-07T11:07:00
814,Protein,Chicken,98.7,2024-01-29T19:20:00
815,Vegetable,Pepper,86.22,2024-02-21T17:38:00
816,Grain,Oats,55.09,2024-01-16T17:25:00
817,Grain,Rice,2.65,2024-01-07T03:31:00
818,Fruit,Banana,22.36,2024-01-06T12:05:00
819,Grain,Barley,29.36,2024-03-05T20:45:00
820,Protein,Tofu,42.93,2024-02-06T14:47:00
821,Fruit,Berry,54.23,2024-01-14T21:32:00
822,Dairy,Milk,31.68,2024-02-16T12:57:00
823,Vegetable,Spinach,54.1,2024-02-05T13:33:00
824,Protein,Chicken,31.71,2024-02-09T19:42:00
825,Vegetable,Carrot,25.2,2024-02-09T13:08:00
826,Fruit,Grape,61.62,2024-01-06T00:12:00
827,Dairy,Cheese,12.82,2024-03-05T10:25:00
828,Vegetable,Carrot,17.22,2024-02-01T13:23:00
829,Protein,Egg,78.52,2024-03-06T14:32:00
830,Dairy,Cheese,37.82,2024-03-09T05:54:00
831,Dairy,Milk,77.37,2024-01-03T16:07:00
832,Dairy,Butter,27.93,2024-01-06T19:31:00
833,Dairy,Cream,63.13,2024-02-15T03:51:00
834,Grain,Barley,36.65,2024-02-15T11:24:00
835,Protein,Beef,37.4,2024-01-24T05:18:00
836,Fruit,Berry,67.74,2024-01-11T11:57:00
837,Vegetable,Tomato,1.25,2024-01-02T02:50:00
838,Vegetable,Carrot,47.7,2024-02-04T20:37:00
839,Vegetable,Spinach,93.18,2024-01-04T05:15:00
840,Protein,Tofu,23.23,2024-01-23T14:20:00
841,Grain,Oats,27.85,2024-01-08T02:08:00
842,Protein,Fish,12.82,2024-03-02T06:54:00
843,Fruit,Orange,23.1,2024-02-16T22:43:00
844,Fruit,Grape,7.82,2024-02-12T08:00:00
845,Dairy,Yogurt,33.4,2024-02-20T08:14:00
846,Grain,Rice,37.52,2024-01-27T12:59:00
847,Protein,Fish,74.22,2024-01-23T01:55:00
848,Grain,Oats,59.58,2024-02-14T21:45:00
849,Vegetable,Tomato,76.29,2024-01-23T07:29:00
850,Vegetable,Carrot,93.31,2024-01-03T04:13:00
851,Vegetable,Tomato,35.3,2024-03-04T02:53:00
852,Fruit,Banana,1.14,2024-02-29T19:54:00
853,Grain,Oats,11.29,2024-02-18T05:23:00
854,Vegetable,Pepper,49.71,2024-01-06T10:50:00
855,Vegetable,Broccoli,10.21,2024-01-22T01:39:00
856,Protein,Tofu,70.38,2024-02-03T21:43:00
857,Grain,Rice,58.5,2024-02-16T00:07:00
858,Vegetable,Pepper,8.41,2024-02-21T16:25:00
859,Fruit,Grape,66.58,2024-01-12T21:32:00
860,Vegetable,Broccoli,26.84,2024-01-29T16:08:00
861,Grain,Oats,32.49,2024-01-25T18:05:00
862,Vegetable,Carrot,94.41,2024-01-13T09:20:00
863,Protein,Chicken,16.39,2024-01-15T23:04:00
864,Grain,Corn,32.09,2024-01-11T23:45:00
865,Protein,Fish,96.5,2024-01-19T21:35:00
866,Grain,Oats,46.87,2024-01-11T21:57:00
867,Fruit,Orange,80.95,2024-01-28T16:34:00
868,Protein,Chicken,22.29,2024-01-30T20:04:00
869,Vegetable,Carrot,71.4,2024-02-02T09:07:00
870,Grain,Barley,5.85,2024-01-28T04:49:00
871,Dairy,Cheese,4.08,2024-02-06T19:24:00
872,Grain,Barley,75.06,2024-01-23T17:48:00
873,Fruit,Grape,11.09,2024-01-13T17:22:00
874,Fruit,Apple,7.11,2024-01-21T05:35:00
875,Vegetable,Spinach,82.54,2024-02-03T21:10:00
876,Fruit,Berry,59.03,2024-01-07T19:48:00
877,Fruit,Apple,20.58,2024-02-28T19:10:00
878,Grain,Wheat,10.11,2024-01-31T04:16:00
879,Fruit,Apple,94.29,2024-01-05T14:37:00
880,Vegetable,Tomato,43.88,2024-03-06T22:32:00
881,Grain,Corn,3.92,2024-03-03T04:30:00
882,Grain,Wheat,36.04,2024-01-18T00:50:00
883,Dairy,Yogurt,45.16,2024-01-14T12:41:00
884,Fruit,Berry,62.3,2024-01-23T08:55:00
885,Dairy,Butter,41.79,2024-02-20T02:59:00
886,Grain,Rice,9.68,2024-02-04T20:42:00
887,Vegetable,Pepper,20.75,2024-02-17T20:39:00
888,Vegetable,Tomato,79.69,2024-02-04T19:34:00
889,Dairy,Butter,54.91,2024-02-14T02:47:00
890,Dairy,Cream,50.74,2024-02-05T08:25:00
891,Dairy,Cheese,3.58,2024-02-24T08:25:00
892,Vegetable,Carrot,89.68,2024-01-26T13:42:00
893,Fruit,Grape,53.41,2024-02-23T03:44:00
894,Vegetable,Spinach,10.91,2024-02-29T18:56:00
895,Vegetable,Broccoli,53.84,2024-03-08T02:07:00
896,Fruit,Orange,57.99,2024-02-05T08:31:00
897,Dairy,Cheese,18.43,2024-02-23T22:22:00
898,Dairy,Yogurt,91.48,2024-01-03T13:37:00
899,Dairy,Cream,56.8,2024-02-21T06:07:00
900,Vegetable,Pepper,54.67,2024-01-16T23:30:00
901,Grain,Rice,9.94,2024-01-22T04:10:00
902,Protein,Beef,2.97,2024-02-13T12:10:00
903,Fruit,Banana,91.87,2024-01-19T08:06:00
904,Vegetable,Broccoli,71.98,2024-01-30T10:53:00
905,Fruit,Apple,15.62,2024-03-05T03:25:00
906,Vegetable,Carrot,84.8,2024-02-03T05:06:00
907,Fruit,Banana,70.75,2024-03-01T06:27:00
908,Grain,Barley,11.0,2024-01-28T11:12:00
909,Dairy,Cheese,97.61,2024-03-07T15:50:00
910,Grain,Corn,65.27,2024-01-16T20:33:00
911,Protein,Egg,78.91,2024-01-21T07:40:00
912,Protein,Beef,38.46,2024-03-07T19:26:00
913,Dairy,Cheese,18.59,2024-01-01T03:55:00
914,Protein,Tofu,85.22,2024-02-21T15:41:00
915,Fruit,Orange,60.64,2024-02-25T15:34:00
916,Vegetable,Tomato,11.31,2024-02-15T03:55:00
917,Vegetable,Broccoli,74.79,2024-01-22T15:54:00
918,Dairy,Yogurt,17.62,2024-01-09T01:49:00
919,Dairy,Butter,2.13,2024-01-20T02:03:00
920,Vegetable,Carrot,35.7,2024-01-10T20:00:00
921,Fruit,Apple,39.21,2024-03-07T16:21:00
922,Grain,Wheat,88.57,2024-02-14T21:09:00
923,Grain,Oats,55.06,2024-01-10T05:34:00
924,Grain,Barley,65.45,2024-03-03T13:07:00
925,Vegetable,Spinach,45.68,2024-01-04T00:59:00
926,Dairy,Milk,32.55,2024-01-10T12:46:00
927,Fruit,Banana,17.84,2024-02-04T04:12:00
928,Vegetable,Carrot,55.16,2024-01-09T11:23:00
929,Dairy,Cream,98.54,2024-02-13T22:33:00
930,Fruit,Grape,94.3,2024-01-16T00:26:00
931,Protein,Tofu,16.55,2024-01-10T05:12:00
932,Dairy,Cheese,97.47,2024-02-07T06:05:00
933,Protein,Egg,27.26,2024-01-26T14:59:00
934,Dairy,Cheese,10.5,2024-02-05T18:18:00
935,Protein,Egg,84.15,2024-01-14T23:31:00
936,Fruit,Banana,1.38,2024-01-08T23:25:00
937,Dairy,Cream,48.55,2024-01-09T19:52:00
938,Fruit,Orange,17.91,2024-01-27T13:28:00
939,Fruit,Grape,84.53,2024-01-29T01:36:00
940,Grain,Corn,49.42,2024-03-01T04:03:00
941,Dairy,Milk,64.54,2024-02-05T06:33:00
942,Vegetable,Broccoli,88.66,2024-02-03T14:58:00
943,Vegetable,Pepper,5.42,2024-02-10T00:37:00
944,Grain,Oats,23.4,2024-01-25T10:40:00
945,Protein,Chicken,15.96,2024-03-04T09:27:00
946,Fruit,Apple,67.15,2024-02-19T06:48:00
947,Grain,Barley,23.52,2024-01-06T13:13:00
948,Grain,Barley,42.44,2024-02-18T17:50:00
949,Grain,Barley,88.28,2024-02-13T08:24:00
950,Dairy,Milk,40.09,2024-03-06T00:25:00
951,Fruit,Berry,57.55,2024-02-17T01:00:00
952,Protein,Egg,15.6,2024-03-09T22:06:00
953,Grain,Wheat,94.96,2024-01-16T05:10:00
954,Vegetable,Spinach,13.49,2024-02-08T12:52:00
955,Fruit,Grape,20.99,2024-02-27T02:11:00
956,Vegetable,Tomato,26.53,2024-03-07T04:22:00
957,Fruit,Apple,39.42,2024-02-06T04:02:00
958,Protein,Fish,85.81,2024-02-17T07:16:00
959,Grain,Rice,78.87,2024-02-26T17:05:00
960,Protein,Egg,78.39,2024-01-11T05:48:00
961,Grain,Wheat,15.67,2024-02-23T12:21:00
962,Protein,Chicken,92.57,2024-02-21T05:12:00
963,Fruit,Banana,86.88,2024-02-01T07:11:00
964,Grain,Oats,38.92,2024-02-14T04:46:00
965,Protein,Egg,47.83,2024-01-16T16:10:00
966,Dairy,Butter,15.24,2024-02-25T09:37:00
967,Grain,Rice,40.18,2024-01-31T04:09:00
968,Vegetable,Carrot,74.83,2024-01-25T10:43:00
969,Dairy,Milk,34.45,2024-01-28T14:02:00
970,Dairy,Yogurt,84.44,2024-03-04T08:50:00
971,Fruit,Orange,14.3,2024-03-08T16:41:00
972,Grain,Oats,27.67,2024-02-07T22:27:00
973,Protein,Chicken,19.61,2024-01-20T05:47:00
974,Grain,Corn,76.19,2024-02-04T00:49:00
975,Fruit,Berry,79.36,2024-01-06T23:20:00
976,Dairy,Cream,40.94,2024-02-17T17:19:00
977,Protein,Chicken,18.2,2024-01-19T06:29:00
978,Fruit,Orange,4.27,2024-01-05T14:26:00
979,Dairy,Cheese,28.12,2024-02-12T06:06:00
980,Protein,Tofu,63.91,2024-01-12T06:36:00
981,Fruit,Orange,37.87,2024-02-24T01:42:00
982,Grain,Wheat,96.09,2024-02-13T04:44:00
983,Protein,Egg,35.63,2024-01-15T21:12:00
984,Dairy,Milk,29.22,2024-02-05T04:27:00
985,Fruit,Orange,85.53,2024-01-20T12:11:00
986,Vegetable,Spinach,68.09,2024-01-25T11:49:00
